open_time,equity,drawdown,portfolio_return,gross_exposure
2026-03-04 06:00:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 06:15:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 06:30:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 06:45:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 07:00:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 07:15:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 07:30:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 07:45:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 08:00:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 08:15:00+00:00,1.0,0.0,0.0,0.0
2026-03-04 08:30:00+00:00,0.9999,-9.999999999998899e-05,-0.0001,0.2
2026-03-04 08:45:00+00:00,1.0041205410764873,0.0,0.004220963172804515,0.2
2026-03-04 09:00:00+00:00,1.004465847670104,0.0,0.00034388958246632805,0.4
2026-03-04 09:15:00+00:00,1.004603400634113,0.0,0.00013694140455647883,0.6000000000000001
2026-03-04 09:30:00+00:00,1.0079316869225663,0.0,0.0033130350607540214,0.6000000000000001
2026-03-04 09:45:00+00:00,1.0051157827534851,-0.002793745057940167,-0.0027937450579401447,0.6000000000000001
2026-03-04 10:00:00+00:00,1.006054475945428,-0.0018624386964853912,0.0009339154832206377,0.6000000000000001
2026-03-04 10:15:00+00:00,1.0041450336361881,-0.0037568550880066054,-0.001897951209297455,0.6000000000000001
2026-03-04 10:30:00+00:00,1.0017764054637541,-0.006106843885031132,-0.0023588506571175613,0.6000000000000001
2026-03-04 10:45:00+00:00,1.0039687528451855,-0.0039317486778102095,0.0021884597895040162,0.6000000000000001
2026-03-04 11:00:00+00:00,1.005776312403445,-0.002138413294359487,0.0018004141594416547,0.6000000000000001
2026-03-04 11:15:00+00:00,1.0066369423974126,-0.001284555830471823,0.0008556872769364789,0.6000000000000001
2026-03-04 11:30:00+00:00,1.0024134327606815,-0.005474829528113401,-0.004195663261346572,0.6000000000000001
2026-03-04 11:45:00+00:00,1.004173226466452,-0.00372888411474559,0.0017555567875062186,0.4
2026-03-04 12:00:00+00:00,1.003469235141111,-0.004427335542034783,-0.0007010656197420362,0.4
2026-03-04 12:15:00+00:00,1.002014256355748,-0.0058708647060056185,-0.0014499485728214688,0.2
2026-03-04 12:30:00+00:00,1.0019287237687777,-0.005955724213926539,-8.536064874091754e-05,0.2
2026-03-04 12:45:00+00:00,1.0030695478208913,-0.0048238776146825035,0.0011386279533162735,0.2
2026-03-04 13:00:00+00:00,1.0043187711467934,-0.003584484764839524,0.0012454005094820087,0.2
2026-03-04 13:15:00+00:00,1.0057878168879926,-0.002126999341710789,0.0014627285513361345,0.2
2026-03-04 13:30:00+00:00,1.0065461601177044,-0.0013746237198795086,0.0007539793353811942,0.2
2026-03-04 13:45:00+00:00,1.0069661960726846,-0.0009578931413790626,0.00041730421477259583,0.2
2026-03-04 14:00:00+00:00,1.0078048686402077,-0.00012582031501140456,0.0008328706274292053,0.2
2026-03-04 14:15:00+00:00,1.0078327316445936,-9.817657213928577e-05,2.764722145425225e-05,0.2
2026-03-04 14:30:00+00:00,1.0075197254043717,-0.00040871968164069017,-0.0003105736005528879,0.2
2026-03-04 14:45:00+00:00,1.0081721841396472,0.0,0.0006475890434934684,0.2
2026-03-04 15:00:00+00:00,1.0094033783631253,0.0,0.0012212142358688284,0.2
2026-03-04 15:15:00+00:00,1.0129915124460878,0.0,0.003554707820357184,0.2
2026-03-04 15:30:00+00:00,1.012767151092279,-0.00022148394241416902,-0.00022148394241416902,0.2
2026-03-04 15:45:00+00:00,1.0142181563914732,0.0,0.001432713627835547,0.2
2026-03-04 16:00:00+00:00,1.0130845679355573,-0.001117696867061646,-0.0011176968670618015,0.2
2026-03-04 16:15:00+00:00,1.0128602815019203,-0.001338839066324815,-0.00022138964577655962,0.2
2026-03-04 16:30:00+00:00,1.013153839165982,-0.0010493967385458713,0.0002898303639928379,0.2
2026-03-04 16:45:00+00:00,1.0130331024129318,-0.001168440903047685,-0.00011916922029282518,0.2
2026-03-04 17:00:00+00:00,1.0134299981007862,-0.0007771092301198657,0.00039178945575333305,0.2
2026-03-04 17:15:00+00:00,1.011982733227606,-0.0022040851366936787,-0.0014280856851411228,0.2
2026-03-04 17:30:00+00:00,1.0126585436145215,-0.0015377488236857362,0.0006678082191780899,0.2
2026-03-04 17:45:00+00:00,1.0125548495917944,-0.001639989177078749,-0.00010239781551326655,0.2
2026-03-04 18:00:00+00:00,1.011621220941953,-0.0025605294414762225,-0.0009220524203875869,0.2
2026-03-04 18:15:00+00:00,1.0123674206589186,-0.001824790574780688,0.0007376275838407942,0.2
2026-03-04 18:30:00+00:00,1.0121251861026168,-0.0020636292849489646,-0.00023927533754912746,0.2
2026-03-04 18:45:00+00:00,1.012592800408311,-0.0016025703867748042,0.00046201232032854205,0.2
2026-03-04 19:00:00+00:00,1.0140449181246454,-0.00017080966825144817,0.0014340588988476012,0.2
2026-03-04 19:15:00+00:00,1.0139761634899729,-0.00023860044308543493,-6.780235613186303e-05,0.2
2026-03-04 19:30:00+00:00,1.014337223251453,0.0,0.00035608308605339367,0.2
2026-03-04 19:45:00+00:00,1.01341010392079,-0.0009140148950574911,-0.0009140148950575356,0.2
2026-03-04 20:00:00+00:00,1.0138236703634715,-0.0005062940373371516,0.00040809386158815466,0.2
2026-03-04 20:15:00+00:00,1.0142365630851535,-9.923737785810793e-05,0.0004072628542338475,0.2
2026-03-04 20:30:00+00:00,1.0144598497120816,0.0,0.00022015241320914037,0.2
2026-03-04 20:45:00+00:00,1.0129325397801798,-0.001505540049056897,-0.0015055400490569194,0.2
2026-03-04 21:00:00+00:00,1.0113291989557078,-0.0030860272659014587,-0.0015828702914607252,0.4
2026-03-04 21:15:00+00:00,1.0122013620406138,-0.002226295769230058,0.0008623928645654199,0.4
2026-03-04 21:30:00+00:00,1.0128122040333898,-0.001624160561070398,0.000603478730303797,0.4
2026-03-04 21:45:00+00:00,1.0136042751160312,-0.0008433794558682095,0.0007820512820512882,0.4
2026-03-04 22:00:00+00:00,1.0136358448859708,-0.0008122596733075582,3.1146050499897303e-05,0.4
2026-03-04 22:15:00+00:00,1.0137287422407757,-0.0007206864534987645,9.164766150838732e-05,0.2
2026-03-04 22:30:00+00:00,1.0119627246197926,-0.0024615317136480463,-0.0017421007685738622,0.2
2026-03-04 22:45:00+00:00,1.0111083797971467,-0.0033036989249856097,-0.0008442453480358215,0.2
2026-03-04 23:00:00+00:00,1.0110772479109655,-0.003334387065270339,-3.0789860714597244e-05,0.4
2026-03-04 23:15:00+00:00,1.0092989983299376,-0.005087289934252892,-0.0017587672798513698,0.6000000000000001
2026-03-04 23:30:00+00:00,1.01353485451848,-0.0009118105500816043,0.00419682987454788,0.6000000000000001
2026-03-04 23:45:00+00:00,1.0129796973427154,-0.0014590546582856634,-0.0005477435465485403,0.6000000000000001
2026-03-05 00:00:00+00:00,1.0129770532559756,-0.0014616610568932709,-2.610207042241838e-06,0.6000000000000001
2026-03-05 00:15:00+00:00,1.012193762688527,-0.002233786802107396,-0.0007732559833720342,0.6000000000000001
2026-03-05 00:30:00+00:00,1.0127331968227864,-0.001702041623219741,0.0005329356434943368,0.4
2026-03-05 00:45:00+00:00,1.0117537737511573,-0.0026675042503577773,-0.0009671086863765055,0.4
2026-03-05 01:00:00+00:00,1.0138276528742827,-0.0006231856667154867,0.0020497863975701414,0.4
2026-03-05 01:15:00+00:00,1.0127346163415059,-0.0017006423379548607,-0.0010781285454959377,0.4
2026-03-05 01:30:00+00:00,1.0111779358376647,-0.003235134318374855,-0.0015371060480430133,0.2
2026-03-05 01:45:00+00:00,1.0104990081425995,-0.003904384752739354,-0.0006714225765841243,0.2
2026-03-05 02:00:00+00:00,1.012172536324506,-0.0022547106109963577,0.0016561403508772,0.2
2026-03-05 02:15:00+00:00,1.0117049982754331,-0.0027155844929992456,-0.0004619153674832898,0.4
2026-03-05 02:30:00+00:00,1.0104634693415573,-0.003939416992854383,-0.0012271649700181355,0.4
2026-03-05 02:45:00+00:00,1.011870431602267,-0.002552509210245635,0.0013923929992508022,0.4
2026-03-05 03:00:00+00:00,1.011543618240823,-0.0028746642581135573,-0.00032297945590380466,0.4
2026-03-05 03:15:00+00:00,1.0118202480970537,-0.002601977412686196,0.0002734729884527721,0.4
2026-03-05 03:30:00+00:00,1.010190062098468,-0.00420892715943888,-0.0016111419015892416,0.4
2026-03-05 03:45:00+00:00,1.010757823830714,-0.0036492581568587923,0.0005620345651257353,0.4
2026-03-05 04:00:00+00:00,1.010757823830714,-0.0036492581568587923,0.0,0.4
2026-03-05 04:15:00+00:00,1.0129576445324746,-0.001480793133442737,0.0021764072954917335,0.4
2026-03-05 04:30:00+00:00,1.0133244026268604,-0.0011192627145799605,0.00036206656454531585,0.4
2026-03-05 04:45:00+00:00,1.0135216022603992,-0.0009248739138849604,0.00019460661662495937,0.4
2026-03-05 05:00:00+00:00,1.013380854919438,-0.001063615078457536,-0.000138869601444247,0.4
2026-03-05 05:15:00+00:00,1.0109365724799,-0.0034730573449324176,-0.002412007714249165,0.4
2026-03-05 05:30:00+00:00,1.010637339217238,-0.003768025413650844,-0.0002959960800784089,0.2
2026-03-05 05:45:00+00:00,1.0107506393673746,-0.0036563402147060664,0.00011210762331836932,0.2
2026-03-05 06:00:00+00:00,1.0099578937678708,-0.00443778622238078,-0.0007843137254901711,0.2
2026-03-05 06:15:00+00:00,1.0107247346883357,-0.0036818756551143528,0.0007592800899887564,0.2
2026-03-05 06:30:00+00:00,1.0108946281862523,-0.003514403775409236,0.00016809076901527222,0.2
2026-03-05 06:45:00+00:00,1.0119981940504725,-0.002426567855107975,0.0010916724982505067,0.2
2026-03-05 07:00:00+00:00,1.012432293943956,-0.001998655509827252,0.00042895322939865435,0.0
2026-03-05 07:15:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 07:30:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 07:45:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 08:00:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 08:15:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 08:30:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 08:45:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 09:00:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 09:15:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 09:30:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 09:45:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 10:00:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 10:15:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 10:30:00+00:00,1.012432293943956,-0.001998655509827252,0.0,0.0
2026-03-05 10:45:00+00:00,1.0123310507145618,-0.0020984556442761315,-0.0001,0.2
2026-03-05 11:00:00+00:00,1.0116973194577734,-0.0027231538587675352,-0.0006260118726389764,0.2
2026-03-05 11:15:00+00:00,1.0115877809866325,-0.002831130996721276,-0.00010827197921177146,0.2
2026-03-05 11:30:00+00:00,1.0101850809978308,-0.004213837260749198,-0.0013866320008666388,0.2
2026-03-05 11:45:00+00:00,1.0105597542033935,-0.003844504550667982,0.00037089560379621744,0.2
2026-03-05 12:00:00+00:00,1.0102296497540675,-0.0041699037760979385,-0.0003266550522648126,0.2
2026-03-05 12:15:00+00:00,1.0097760545479302,-0.00461703355286136,-0.00044900207219978884,0.4
2026-03-05 12:30:00+00:00,1.0112431671258124,-0.0031708328202265657,0.001452908861598068,0.6000000000000001
2026-03-05 12:45:00+00:00,1.012097836477464,-0.0023283457056363366,0.0008451669978455367,0.6000000000000001
2026-03-05 13:00:00+00:00,1.0100134363155422,-0.004383035363894727,-0.0020594848509669418,0.6000000000000001
2026-03-05 13:15:00+00:00,1.0091764802354102,-0.0052080616873806385,-0.0008286583623928868,0.4
2026-03-05 13:30:00+00:00,1.0082020837525765,-0.006168569373426802,-0.0009655362584416017,0.4
2026-03-05 13:45:00+00:00,1.0083608462496745,-0.00601206983611835,0.00015747090752586958,0.4
2026-03-05 14:00:00+00:00,1.0087819385129613,-0.005596979713619832,0.0004176007674761895,0.4
2026-03-05 14:15:00+00:00,1.0077804275523807,-0.006584215394622617,-0.000992792319474678,0.6000000000000001
2026-03-05 14:30:00+00:00,1.004125495747153,-0.010187050742187176,-0.0036267144164573548,0.8
2026-03-05 14:45:00+00:00,1.0111555741135174,-0.003257177304259007,0.007001194966305713,0.8
2026-03-05 15:00:00+00:00,1.001840060566264,-0.012439909917971836,-0.009212740141812791,0.8
2026-03-05 15:15:00+00:00,0.9961410587697543,-0.018057679609031707,-0.005688534548407354,0.6000000000000001
2026-03-05 15:30:00+00:00,0.9983464972829368,-0.01588367684903247,0.002213982140146076,0.6000000000000001
2026-03-05 15:45:00+00:00,0.9982081465309327,-0.016020055585010406,-0.00013857989423569082,0.6000000000000001
2026-03-05 16:00:00+00:00,0.9894244132596219,-0.02467858778202514,-0.008799500687143125,0.6000000000000001
2026-03-05 16:15:00+00:00,0.9908489447460322,-0.023274361200939064,0.0014397577695876686,0.6000000000000001
2026-03-05 16:30:00+00:00,0.9948363733219471,-0.019343768406116735,0.004024254753520384,0.8
2026-03-05 16:45:00+00:00,0.9941279718583793,-0.020042072497470254,-0.0007120783704382073,0.8
2026-03-05 17:00:00+00:00,0.9926048338427956,-0.021543500095630885,-0.0015321347539757003,0.6000000000000001
2026-03-05 17:15:00+00:00,0.9898458172603349,-0.02426319036552549,-0.0027795719790919327,0.6000000000000001
2026-03-05 17:30:00+00:00,0.9896123074838526,-0.0244933717537279,-0.00023590520100249537,0.6000000000000001
2026-03-05 17:45:00+00:00,0.9882280981122232,-0.025857850961083728,-0.001398739042715491,0.4
2026-03-05 18:00:00+00:00,0.9892345799722423,-0.024865715234564045,0.001018471203097393,0.4
2026-03-05 18:15:00+00:00,0.9893201121137568,-0.024781402246190187,8.646295150418482e-05,0.4
2026-03-05 18:30:00+00:00,0.9907626926486086,-0.023359383883155727,0.0014581534502211115,0.4
2026-03-05 18:45:00+00:00,0.9917081184777836,-0.022427433910524153,0.0009542404414195182,0.4
2026-03-05 19:00:00+00:00,0.9962623299079042,-0.017938137038486124,0.004592290156009849,0.2
2026-03-05 19:15:00+00:00,0.995770972456389,-0.018422490807296854,-0.0004932008736701299,0.2
2026-03-05 19:30:00+00:00,0.995630306970804,-0.018561151283238764,-0.00014126289023872474,0.2
2026-03-05 19:45:00+00:00,0.9951236248807425,-0.019060611257140425,-0.0005089058524173185,0.2
2026-03-05 20:00:00+00:00,0.9954056894002664,-0.01878256721271232,0.00028344671201812054,0.2
2026-03-05 20:15:00+00:00,0.9957578708641074,-0.018435405652852732,0.0003538069629210217,0.2
2026-03-05 20:30:00+00:00,0.9959266791490599,-0.018269003517765392,0.00016952744225471328,0.2
2026-03-05 20:45:00+00:00,0.9957158117598689,-0.018476865257439745,-0.0002117298327334316,0.2
2026-03-05 21:00:00+00:00,0.9956595327822365,-0.01853234204900356,-5.6521124770370085e-05,0.2
2026-03-05 21:15:00+00:00,0.9959972830124382,-0.018199406023691633,0.00033922261484096164,0.2
2026-03-05 21:30:00+00:00,0.994507573516187,-0.01966788158403443,-0.0014956963454211937,0.2
2026-03-05 21:45:00+00:00,0.9945358506721017,-0.019640007483425426,2.8433323855558968e-05,0.2
2026-03-05 22:00:00+00:00,0.9941400155076551,-0.020030200515272822,-0.00039800995024876775,0.2
2026-03-05 22:15:00+00:00,0.9941541750293117,-0.020016242819795083,1.4242985329770975e-05,0.2
2026-03-05 22:30:00+00:00,0.9946497300549619,-0.019527751307991226,0.0004984689881079252,0.2
2026-03-05 22:45:00+00:00,0.9944095106287518,-0.0197645467083003,-0.00024151157834919614,0.2
2026-03-05 23:00:00+00:00,0.9942963568546955,-0.019876087617571758,-0.00011378991536874495,0.2
2026-03-05 23:15:00+00:00,0.9945935207840195,-0.01958315938644628,0.0002988685689888193,0.2
2026-03-05 23:30:00+00:00,0.9941836414021418,-0.019987196453062683,-0.00041210743214437073,0.2
2026-03-05 23:45:00+00:00,0.994070384454741,-0.02009883906507226,-0.00011391954432184993,0.2
2026-03-06 00:00:00+00:00,0.994693581675173,-0.01948452473749318,0.0006269145828880607,0.2
2026-03-06 00:15:00+00:00,0.9941561391470327,-0.02001430669810278,-0.0005403096370996229,0.4
2026-03-06 00:30:00+00:00,0.9943286026880037,-0.019844301408075804,0.00017347731828032398,0.4
2026-03-06 00:45:00+00:00,0.9947555414372342,-0.019423448133940147,0.00042937389920831847,0.4
2026-03-06 01:00:00+00:00,0.9935889701857316,-0.02057339137894265,-0.001172721541030164,0.4
2026-03-06 01:15:00+00:00,0.9933225077586575,-0.02083605571913283,-0.00026818174825786744,0.4
2026-03-06 01:30:00+00:00,0.996781728989683,-0.017426141337595458,0.0034824754337147716,0.6000000000000001
2026-03-06 01:45:00+00:00,0.9970966562702331,-0.01711570294948228,0.00031594407420503233,0.6000000000000001
2026-03-06 02:00:00+00:00,0.997337476483352,-0.01687831532572648,0.00024152143285660624,0.6000000000000001
2026-03-06 02:15:00+00:00,0.997372882719723,-0.016843413760739834,3.5500757973983026e-05,0.6000000000000001
2026-03-06 02:30:00+00:00,0.997840537975513,-0.016382424342654245,0.00046888707713272916,0.6000000000000001
2026-03-06 02:45:00+00:00,0.9974021377148632,-0.016814575758774097,-0.0004393490181699989,0.6000000000000001
2026-03-06 03:00:00+00:00,0.9953887720002528,-0.018799243476458338,-0.0020186097848387875,0.6000000000000001
2026-03-06 03:15:00+00:00,0.9958802965468194,-0.01831472499432607,0.000493801578230646,0.6000000000000001
2026-03-06 03:30:00+00:00,0.9953843343418542,-0.018803617881615775,-0.0004980138744435259,0.6000000000000001
2026-03-06 03:45:00+00:00,0.996331075364849,-0.017870371461598755,0.0009511311262705881,0.6000000000000001
2026-03-06 04:00:00+00:00,0.9949920231443419,-0.019190337176246963,-0.0013439831935552428,0.6000000000000001
2026-03-06 04:15:00+00:00,0.9944236430655489,-0.019750615711621622,-0.000571240839697218,0.6000000000000001
2026-03-06 04:30:00+00:00,0.9926301048462765,-0.021518589298532342,-0.001803595712731987,0.6000000000000001
2026-03-06 04:45:00+00:00,0.9944435923152485,-0.019730950813394932,0.0018269519130219348,0.6000000000000001
2026-03-06 05:00:00+00:00,0.9941655213369687,-0.020005058239488505,-0.00027962468703970347,0.6000000000000001
2026-03-06 05:15:00+00:00,0.9924617229410956,-0.02168457113135569,-0.0017137975108830418,0.8
2026-03-06 05:30:00+00:00,0.9918510665430127,-0.022286523390241175,-0.0006152946597005604,0.8
2026-03-06 05:45:00+00:00,0.9946612832530739,-0.019516362786192842,0.002833305124988117,0.8
2026-03-06 06:00:00+00:00,0.994538601653238,-0.01963729571406647,-0.00012334007757350832,0.8
2026-03-06 06:15:00+00:00,0.9953168516509541,-0.018870138691600813,0.0007825236712003525,0.8
2026-03-06 06:30:00+00:00,0.9993652647403171,-0.014879430640895808,0.0040674616155124245,0.6000000000000001
2026-03-06 06:45:00+00:00,1.0008235449047738,-0.013441936426737855,0.001459206374193689,0.4
2026-03-06 07:00:00+00:00,0.9996663780658214,-0.01458260930726718,-0.0011562146442733346,0.4
2026-03-06 07:15:00+00:00,1.0021276422581074,-0.012156427341579179,0.0024620855980452827,0.4
2026-03-06 07:30:00+00:00,1.002588912679257,-0.011701731750343392,0.0004602910863832577,0.4
2026-03-06 07:45:00+00:00,1.0026121545445887,-0.011678821168580877,2.3181849547482256e-05,0.4
2026-03-06 08:00:00+00:00,1.0020000969964544,-0.012282154605885554,-0.0006104629246315385,0.4
2026-03-06 08:15:00+00:00,1.0016063597786449,-0.012670279594687472,-0.0003929512771402966,0.4
2026-03-06 08:30:00+00:00,1.0004622171153743,-0.013798113942784407,-0.001142307706116541,0.4
2026-03-06 08:45:00+00:00,1.0004972007562607,-0.013763628949715168,3.496747831936985e-05,0.4
2026-03-06 09:00:00+00:00,0.9989345987818088,-0.015303957997627071,-0.0015618254336651094,0.6000000000000001
2026-03-06 09:15:00+00:00,0.9950448523979647,-0.019138260937214158,-0.0038938949442611343,0.6000000000000001
2026-03-06 09:30:00+00:00,0.9960110567724829,-0.01818582859127904,0.0009710159016346643,0.6000000000000001
2026-03-06 09:45:00+00:00,0.9971791253700006,-0.017034409343046453,0.0011727466171940425,0.6000000000000001
2026-03-06 10:00:00+00:00,0.9990701157077247,-0.015170372695109235,0.001896339674200787,0.4
2026-03-06 10:15:00+00:00,0.9993597712136076,-0.014884845864288843,0.0002899251026817762,0.4
2026-03-06 10:30:00+00:00,0.99697529156649,-0.017235337751961288,-0.0023860072376357343,0.4
2026-03-06 10:45:00+00:00,0.9972162814846836,-0.016997782842063214,0.0002417210539038095,0.4
2026-03-06 11:00:00+00:00,0.9973086933354374,-0.016906688206055676,9.266981744047173e-05,0.4
2026-03-06 11:15:00+00:00,0.9980207467294459,-0.016204784237938474,0.0007139749194675414,0.4
2026-03-06 11:30:00+00:00,0.9951520128171806,-0.019032627955045123,-0.002874423123633707,0.4
2026-03-06 11:45:00+00:00,0.9952005686606945,-0.018984764214032834,4.8792388387441934e-05,0.4
2026-03-06 12:00:00+00:00,0.9947151049686649,-0.01946330823148945,-0.00048780487804880315,0.4
2026-03-06 12:15:00+00:00,0.9961089983043672,-0.01808928309279334,0.001401299054110794,0.4
2026-03-06 12:30:00+00:00,0.9944272821726281,-0.01974702847543841,-0.0016882852525193172,0.4
2026-03-06 12:45:00+00:00,0.9945733782473841,-0.01960301481654647,0.00014691478942210348,0.4
2026-03-06 13:00:00+00:00,0.9952859772552112,-0.018900573011649713,0.0007164871123765072,0.4
2026-03-06 13:15:00+00:00,0.9969203601218446,-0.017289486217926697,0.0016421238759344093,0.4
2026-03-06 13:30:00+00:00,0.9970664647178565,-0.017145464159238566,0.00014655593551538004,0.4
